date;tkr;index;PE;EPSttm;insiderOwn;shsOutstand;perfWeek;marketCap;forwardPE;EPSnextY;insiderTrans;shsFloat;perfMonth;income;PEG;EPSnextQ;instOwn;shortFloat;perfQuarter;sales;PS;EPSthisY;instTrans;shortRatio;perfHalfY;bookSh;PB;EPSnextYprc;ROA;targetPrice;perfYear;cashSh;PC;EPSnext5Y;ROE;Range52W;perfYTD;div;PFCF;EPSpast5Y;ROI;High52W;beta;divPrc;quickRatio;salesPast5Y;grossMargin;low52W;ATR;emp;currentRatio;salesQQ;operMargin;RSI;volatility;optionable;debtEq;EPSQQ;profitMargin;relVolume;prevClose;shortable;LTdebtEq;earnings;payout;avgVolume;price;recom;SMA20;SMA50;SMA200;volume;change
20171224;AAPL;DJIA S&P500;19.05;9.19;0.08;5.1500001E9;0.6;9.0120002E11;14.35;12.2;-14.09;5.1299999E9;0.03;4.8349999E10;1.78;3.77;61.9;0.77;16.25;2.29230002E11;3.93;10.8;-1.62;1.46;20.02;26.03;6.72;6.43;14.0;187.74;50.49;14.41;12.15;10.7;36.3;114.76 - 177.2;51.11;2.52;17.85;7.9;18.3;-1.24;1.2;1.44;1.2;7.9;38.5;52.5;2.35;123000;1.3;12.2;26.8;63.5;0.99 1.41;Yes;0.86;23.7;21.1;0.6;175.01;Yes;0.73;Feb 01 AMC;26.0;2.694E7;175.01;1.8;1.61;3.76;12.82;16198476;0.0
20171224;GOOGL;S&P 500;35.61;30.02;0.14;6.8266995E8;-0.29;7.2967999E11;25.72;41.56;0.0;6.0648E8;1.61;2.10200003E10;1.72;9.99;80.9;0.49;14.4;1.04600003E11;6.98;22.1;-0.24;1.88;9.95;226.54;4.72;28.7;11.9;1178.57;32.01;146.86;7.28;20.68;14.3;789.62 - 1086.49;34.88;0.0;30.05;13.4;13.3;-1.62;0.9;0.0;5.7;19.0;59.9;35.36;14.68;72053;5.8;23.7;24.0;60.63;1.01 1.57;Yes;0.03;32.0;20.1;0.56;1070.85;Yes;0.03;Jan 25 AMC;0.0;1570000.0;1068.86;1.8;1.61;3.03;11.28;885156;-0.19
20171224;MSFT;DJIA S&P500;28.93;2.96;1.4;7.7100001E9;-1.54;6.5910997E11;22.65;3.78;-6.22;7.6100004E9;2.89;2.30899999E10;2.73;0.86;75.6;0.61;16.72;9.4039998E10;7.01;29.1;0.31;2.16;21.24;11.63;7.35;11.26;9.7;92.13;34.56;17.95;4.76;10.58;29.2;61.95 - 87.5;37.61;1.68;32.55;6.3;11.7;-2.27;0.99;1.96;3.1;4.1;63.1;38.03;1.25;124000;3.1;11.9;26.3;58.97;1.25 1.6;Yes;0.95;17.2;24.6;0.66;85.5;Yes;0.85;Jan 25 AMC;52.2;2.147E7;85.51;1.8;1.39;3.39;16.29;14070844;0.01
20171224;AMZN;S&P 500;294.89;3.96;16.4;4.7988E8;-0.91;5.6066998E11;145.59;8.03;-1.29;4.02350016E8;1.06;1.93E9;36.86;1.85;61.5;1.34;24.32;1.61149993E11;3.48;292.1;-1.06;1.52;17.54;51.26;22.79;85.68;2.1;1268.71;52.46;50.66;23.06;8.0;8.7;747.7 - 1213.41;55.81;0.0;72.68;29.0;7.1;-3.71;1.48;0.0;0.7;23.1;36.5;56.26;17.04;341400;1.0;33.7;2.0;59.94;1.04 1.71;Yes;0.0;-0.3;1.2;0.44;1174.76;Yes;1.0;Jan 25 AMC;0.0;3560000.0;1168.36;1.8;-0.17;5.03;17.33;1575065;-0.54
20171224;FB;S&P 500;32.94;5.38;1.75;2.88E9;-1.65;5.09789995E11;26.71;6.63;-21.71;2.34E9;-2.03;1.592E10;1.17;1.94;73.0;0.93;8.8;3.6490002E10;13.97;170.2;0.98;1.31;15.37;24.52;7.23;13.19;22.2;208.21;50.94;13.31;13.31;28.25;24.6;114.77 - 184.25;54.02;0.0;32.4;62.1;17.1;-3.83;0.71;0.0;13.4;49.4;86.6;54.39;2.71;23165;13.4;47.3;47.7;49.68;0.99 1.84;Yes;0.0;77.7;43.6;0.51;177.45;Yes;0.0;Jan 31 AMC;0.0;1.657E7;177.2;1.8;-0.55;-0.24;9.47;8497174;-0.14
20171224;BABA;null;49.59;3.56;52.36;2.52999987E9;1.58;4.46819992E11;27.03;6.52;0.0;7.8404998E8;-7.14;9.2100004E9;10.04;1.61;40.6;15.17;3.95;2.98300006E10;14.98;-39.1;2.29;6.15;23.51;19.1;9.23;29.15;11.5;208.91;103.1;9.85;17.9;4.94;20.9;86.01 - 191.75;100.76;0.0;28.4;58.9;8.7;-8.06;0.0;0.0;1.7;51.2;62.4;104.96;4.1;50097;1.7;60.7;31.5;51.16;1.41 2.48;Yes;0.28;128.1;30.9;0.65;175.32;Yes;0.23;Feb 01 BMO;0.0;1.932E7;176.29;1.7;-0.09;-1.87;17.06;12515703;0.55
20171224;BRK-B;S&P 500;26.15;7.57;0.0;2.47000013E9;0.07;4.8826001E11;24.43;8.1;0.0;1.18E9;8.41;0.0;2.97;1.8;0.0;0.83;8.44;2.36979995E11;2.06;-11.6;0.0;3.05;18.17;187384.7;0.0;28.6;0.0;206.75;19.21;0.0;0.0;8.8;0.0;158.61 - 200.5;21.44;0.0;0.0;0.0;0.0;-1.29;0.0;0.0;0.0;0.0;0.0;24.78;2.45;0;0.0;7.6;0.0;63.09;1.05 1.31;Yes;0.0;-43.5;0.0;1.18;198.89;Yes;0.0;Nov 17 BMO;0.0;3200000.0;197.92;2.2;1.65;4.43;12.09;3765836;-0.49
20171224;JNJ;DJIA S&P500;24.35;5.76;0.05;2.67000013E9;-1.64;3.74299984E11;17.83;7.86;-12.63;2.67000013E9;2.06;1.58299996E10;3.47;1.72;67.9;0.51;6.82;7.4360005E10;5.03;8.3;-0.05;2.53;2.77;27.56;5.08;7.93;10.6;146.82;21.38;6.08;23.06;7.03;22.1;110.76 - 144.35;21.62;3.36;38.93;11.2;17.0;-2.93;0.8;2.4;1.0;2.0;68.3;26.51;1.55;126400;1.3;10.3;26.1;45.5;1.05 1.14;Yes;0.48;-10.4;21.3;0.87;141.06;Yes;0.36;Jan 16 BMO;55.9;5370000.0;140.12;2.4;-0.35;-0.02;5.81;4665582;-0.67
20171224;XOM;DJIA S&P500;27.39;3.07;0.2;4.26999987E9;1.13;3.58640026E11;20.27;4.14;-1.28;4.23000013E9;3.54;1.30099999E10;1.33;0.99;53.4;0.77;3.69;2.44709999E11;1.47;-51.2;1.72;3.43;3.36;42.68;1.97;14.23;3.8;85.39;-7.59;1.0;84.07;20.64;7.4;76.05 - 91.34;-6.97;3.08;148.32;-25.9;0.6;-8.07;0.82;3.67;0.5;-14.1;28.2;10.41;0.77;71100;0.9;13.5;3.4;61.67;0.95 0.94;Yes;0.22;46.5;5.3;1.05;83.85;Yes;0.14;Jan 26 BMO;99.2;9560000.0;83.97;2.8;1.53;1.53;3.3;10078629;0.14
20171224;JPM;DJIA S&P500;15.41;6.97;0.1;3.52999987E9;1.23;3.79799994E11;14.05;7.65;-0.86;3.45000013E9;8.93;2.5040001E10;1.8;1.7;76.1;0.77;14.16;6.1849997E10;6.14;4.0;-0.6;2.09;23.17;65.72;1.63;10.6;1.0;101.5;23.66;329.69;0.33;8.58;10.7;81.64 - 108.4;24.52;2.24;0.0;6.8;5.9;-0.88;1.21;2.08;0.0;-1.8;0.0;31.62;1.73;251503;0.0;18.6;70.9;62.98;1.32 1.71;Yes;1.24;11.1;40.0;1.14;107.83;Yes;1.24;Jan 12 BMO;28.2;1.277E7;107.45;2.6;2.58;6.02;16.06;14568004;-0.35
20171224;WMT;DJIA S&P500;26.11;3.76;0.9;2.96E9;1.13;2.90999992E11;20.99;4.68;-67.52;1.38E9;1.87;1.144E10;4.5;1.35;31.2;2.65;24.08;4.95010021E11;0.59;-4.0;0.75;3.87;30.08;25.54;3.85;5.69;5.7;100.73;41.13;2.37;41.42;5.8;15.1;65.28 - 100.13;42.09;2.04;23.11;-0.6;13.4;-1.92;0.38;2.08;0.2;1.7;25.6;50.44;1.5;2300000;0.8;4.2;4.0;62.46;1.17 1.2;Yes;0.66;-40.4;2.3;0.55;98.06;Yes;0.54;Nov 16 BMO;53.7;9460000.0;98.21;2.4;0.9;5.78;21.47;5185968;0.15
20171224;BAC;S&P 500;17.33;1.72;0.08;1.032E10;2.89;3.08339999E11;13.82;2.16;-1.09;1.032E10;12.08;1.872E10;1.32;0.46;70.6;1.31;20.68;5.5380001E10;5.57;14.9;10.0;1.96;30.54;24.53;1.22;18.99;0.8;29.32;32.56;62.77;0.48;13.15;7.6;21.77 - 29.98;35.2;0.48;34.11;182.4;4.6;-0.33;1.32;1.61;0.0;-5.1;0.0;37.25;0.49;210000;0.0;16.2;72.8;69.97;1.15 1.75;Yes;1.79;16.0;33.8;0.78;29.82;Yes;0.88;Jan 12 BMO;18.7;6.901E7;29.88;2.1;4.31;8.2;20.22;54112647;0.2
20171224;WFC;S&P 500;15.92;3.87;79.58;4.9499996E9;2.81;3.04589996E11;14.26;4.32;0.0;4.92E9;13.85;1.952E10;1.93;1.04;78.1;0.7;13.92;5.8060001E10;5.25;-3.2;0.24;1.84;16.35;36.45;1.69;9.1;1.0;58.25;10.4;82.61;0.75;8.24;11.0;49.27 - 62.12;11.69;1.56;20.31;7.2;7.9;-0.91;0.93;2.53;0.0;1.7;0.0;24.92;1.16;268000;0.0;11.6;80.9;70.65;1.73 2.02;Yes;1.32;-18.6;33.6;0.62;61.61;Yes;1.32;Jan 12 BMO;39.2;1.881E7;61.55;2.7;5.5;9.55;13.06;11638880;-0.1
20171224;RDS-A;null;25.37;2.59;0.2;4.15999974E9;1.62;2.7370999E11;14.87;4.42;0.0;3.18E9;5.79;1.07099996E10;3.62;0.9;12.6;0.12;9.82;2.84519989E11;0.96;91.2;3.06;0.91;25.33;47.28;1.39;16.5;2.6;70.22;21.33;4.97;13.22;7.0;5.6;50.32 - 66.21;20.91;3.76;46.29;-34.9;0.0;-0.69;1.04;5.72;0.9;-13.1;18.6;30.67;0.7;92000;1.2;22.6;4.7;66.75;0.88 0.85;Yes;0.45;189.5;3.8;0.68;66.18;Yes;0.41;Feb 01 BMO;107.8;4130000.0;65.75;1.7;2.55;4.28;15.61;2826612;-0.65
20171224;V;DJIA S&P500;40.23;2.8;0.07;2.24999987E9;-0.99;2.53359997E11;23.88;4.72;-6.04;3.9836E8;1.69;6.4699996E9;2.42;0.98;95.9;7.51;9.39;1.83600005E10;13.8;12.7;-0.64;4.06;18.35;11.99;9.4;16.14;10.0;122.95;44.66;5.98;18.85;16.62;24.7;77.19 - 114.75;44.44;0.78;36.6;28.8;15.7;-1.8;0.97;0.69;1.9;12.0;0.0;45.99;1.63;15000;1.9;13.9;66.2;54.5;0.97 1.69;Yes;0.67;14.2;35.2;0.84;112.41;Yes;0.61;Jan 24 BMO;23.5;7370000.0;112.69;1.8;0.76;1.76;12.38;6189462;0.25
20171224;PG;DJIA S&P500;24.62;3.74;0.06;2.54999987E9;0.26;2.3498E11;20.72;4.45;-8.08;2.52E9;4.3;9.8800005E9;3.73;1.14;61.5;1.12;-0.64;6.5190003E10;3.6;5.7;0.37;3.99;3.1;21.1;4.37;6.64;12.7;92.57;9.07;6.28;14.68;6.6;28.6;83.24 - 94.67;9.57;2.76;101.33;3.4;12.7;-2.68;0.66;3.0;0.8;-4.9;50.8;10.68;0.92;95000;0.9;0.8;21.4;67.74;0.82 0.99;Yes;0.64;5.7;23.3;0.69;91.67;Yes;0.38;Jan 19 BMO;46.0;7080000.0;92.13;2.4;1.71;3.07;2.66;4914905;0.5
20171224;NVS;null;29.48;2.81;9.3;2.62E9;-2.25;2.17659998E11;15.7;5.28;0.11;2.56E9;-1.81;6.68E9;4.69;1.2;11.2;0.11;-3.8;4.9529999E10;4.39;-2.8;-0.29;1.66;-3.27;30.97;2.68;9.63;5.0;93.0;15.58;0.0;0.0;6.28;9.4;69.53 - 86.9;13.88;2.72;38.45;-5.8;7.3;-4.55;0.75;3.28;0.8;-3.6;65.7;19.3;0.86;121000;1.1;2.8;16.2;44.3;0.89 0.8;Yes;0.42;9.2;13.5;0.48;83.49;Yes;0.32;Jan 23 BMO;95.8;1680000.0;82.95;2.5;-1.79;-1.22;1.29;803692;-0.65
20171224;CVX;DJIA S&P500;36.42;3.43;0.05;1.9E9;4.38;2.36990005E11;23.73;5.27;-28.15;1.9E9;7.83;6.4999997E9;0.61;1.21;66.3;1.21;5.92;1.2842999E11;1.85;-110.8;2.76;4.41;20.01;77.93;1.6;28.72;2.5;125.17;5.23;3.51;35.62;60.14;4.4;102.55 - 125.35;6.19;4.32;0.0;-15.1;-1.4;-0.3;1.21;3.46;0.8;-14.7;44.3;21.87;1.53;55200;1.0;16.8;3.2;75.49;1.64 1.23;Yes;0.29;51.1;5.1;0.91;124.82;Yes;0.23;Jan 26 BMO;125.0;5200000.0;124.98;2.2;4.62;5.93;12.99;4730215;0.13
20171224;PTR;null;36.37;1.93;86.4;3.06E9;2.84;2.15109992E11;22.58;3.12;0.0;2.0807E8;2.72;3.54999987E9;0.0;0.94;2.0;0.08;12.62;2.9114001E11;0.74;-77.9;1.0;1.7;13.03;115.46;0.61;28.72;1.0;87.45;-6.29;8.38;8.39;0.0;2.0;60.69 - 81.8;-4.57;1.59;4.66;-43.2;2.6;-14.02;1.29;2.26;0.6;-4.2;36.8;15.88;0.9;508757;0.8;17.1;3.6;65.92;0.8 0.94;Yes;0.42;200.0;1.2;0.38;70.07;Yes;0.25;Jan 29 BMO;14.5;97890.0;70.33;1.0;3.51;4.62;5.55;37504;0.37
20171224;T;S&P 500;18.72;2.08;0.08;6.16E9;1.83;2.39950004E11;13.33;2.92;2.64;6.1299999E9;11.67;1.28499999E10;2.87;0.65;57.9;3.44;-0.46;1.60710001E11;1.49;-11.3;1.72;5.76;2.07;20.28;1.92;0.27;3.1;39.4;-8.85;7.87;4.95;6.52;10.3;32.55 - 43.03;-8.44;1.96;44.03;25.9;7.2;-9.5;0.43;5.03;1.6;5.3;52.6;19.63;0.67;256800;1.6;-3.0;15.5;72.55;1.59 1.82;Yes;1.31;-8.9;8.0;0.49;38.88;Yes;1.24;Jan 23 AMC;93.5;3.66E7;38.94;2.5;5.23;9.9;2.73;17882378;0.15
20171224;PFE;DJIA S&P500;22.2;1.63;0.03;5.84E9;-2.85;2.11130008E11;13.12;2.75;-21.93;5.84E9;2.0;9.8700001E9;3.73;0.56;72.6;0.86;1.77;5.2470002E10;4.02;5.2;1.89;3.19;6.17;10.21;3.54;6.13;5.8;38.24;11.75;2.9;12.47;5.95;16.7;30.9 - 37.35;11.27;1.28;13.88;3.3;7.8;-3.24;0.99;3.54;1.1;-2.8;78.7;16.96;0.44;96500;1.4;0.9;24.3;48.47;1.15 1.25;Yes;0.72;113.4;18.9;0.55;36.24;Yes;0.57;Jan 30 BMO;76.2;1.567E7;36.14;2.5;-0.17;0.74;5.37;8603782;-0.28
20171224;TSM;null;17.57;2.26;0.0;5.04E9;0.33;1.99829996E11;17.07;2.32;0.0;4.11000013E9;-6.56;1.16999997E10;1.17;0.57;20.1;0.61;6.91;3.23600015E10;6.18;9.0;-0.08;4.98;9.69;9.2;4.31;6.91;18.0;36.52;37.89;3.35;11.83;15.0;24.5;28.5 - 43.02;37.84;1.16;10.68;19.5;19.9;-7.88;0.77;2.93;2.1;17.3;51.5;39.05;0.53;46968;2.4;-3.2;39.8;45.5;0.91 1.34;Yes;0.14;-7.1;35.4;0.5;39.23;Yes;0.06;Jan 18 BMO;52.8;5020000.0;39.63;2.7;-0.08;-3.14;7.78;2523571;1.02
20171224;INTC;DJIA S&P500;16.36;2.85;0.04;4.6899999E9;4.8;2.18929988E11;14.28;3.27;-46.53;4.6599997E9;4.59;1.38500004E10;1.84;0.86;70.0;3.17;25.67;6.208E10;3.53;-9.3;0.33;5.17;37.07;15.13;3.09;0.58;11.6;46.84;26.46;3.73;12.51;8.91;20.3;33.23 - 47.64;28.76;1.09;32.42;-2.4;11.1;-1.97;1.07;2.33;1.3;1.9;61.9;40.54;0.94;106000;1.6;2.4;26.7;65.79;2.48 2.07;Yes;0.45;35.2;22.3;1.19;46.76;Yes;0.39;Jan 25 AMC;36.2;2.857E7;46.7;2.5;4.82;6.03;23.25;33878977;-0.13
20171224;CHL;null;12.15;4.1;74.2;4.11000013E9;1.18;2.0427001E11;11.39;4.37;0.0;1.12E9;-1.64;1.67700009E10;0.0;0.0;2.1;0.07;-1.87;1.09989994E11;1.86;0.2;2.8;0.9;-3.27;37.63;1.32;4.4;7.4;68.7;-1.61;17.62;2.82;-2.7;11.5;48.7 - 56.68;-1.5;2.8;23.57;-3.0;8.4;-12.22;0.35;5.63;1.1;6.1;80.0;2.18;0.38;493000;1.1;12.5;16.5;49.7;0.45 0.66;Yes;0.0;9.3;15.2;0.54;49.52;Yes;0.0;null;0.0;824110.0;49.76;2.0;-0.24;-1.14;-3.92;447350;0.48
20171224;TM;null;11.15;11.51;8.5;1.65E9;3.2;2.12350009E11;11.59;11.07;0.0;1.42E9;1.78;1.73099991E10;1.59;0.0;0.8;0.06;6.08;2.55539986E11;0.83;-18.5;-6.03;5.49;22.23;110.12;1.17;-5.1;4.0;125.87;6.35;65.79;1.95;7.0;11.0;103.62 - 128.44;9.49;3.93;8.96;46.0;3.7;-0.09;0.67;3.06;0.9;8.2;17.3;23.84;1.12;364445;1.0;10.2;6.9;66.26;0.51 0.63;Yes;1.09;18.8;6.8;0.49;128.28;Yes;0.58;Nov 14 BMO;32.1;153850.0;128.32;3.5;2.36;2.8;12.2;75810;0.03
20171224;UNH;DJIA S&P500;25.0;8.8;0.5;9.6438003E8;-0.82;2.12160004E11;20.33;10.82;-2.25;9.4972E8;4.16;8.6299996E9;1.66;2.51;89.3;0.8;14.73;1.96630004E11;1.08;20.6;0.13;2.45;18.84;46.8;4.7;8.2;6.4;241.86;36.16;16.87;13.04;15.1;20.5;156.09 - 231.77;37.47;3.0;20.7;8.9;11.4;-5.08;0.67;1.36;0.0;12.7;0.0;40.94;3.58;230000;0.0;8.7;7.3;52.56;1.38 1.89;Yes;0.65;23.7;4.4;0.63;221.69;Yes;0.55;Jan 16 BMO;30.6;3100000.0;220.0;1.5;-0.58;3.1;15.35;1959419;-0.76
20171224;ORCL;S&P 500;20.65;2.29;27.0;4.3400003E9;-1.95;2.05390004E11;14.92;3.18;-0.19;3.04E9;-2.51;9.7100001E9;2.29;0.72;59.2;0.98;-1.27;3.8320001E10;5.36;7.1;-0.4;1.9;-6.88;13.53;3.5;7.92;7.4;56.3;21.56;16.51;2.87;9.01;18.3;38.3 - 53.14;23.17;0.76;21.47;2.5;9.5;-10.88;1.04;1.6;5.0;0.3;79.0;23.66;0.79;138000;5.1;6.5;33.7;37.7;1.36 1.52;Yes;1.08;7.6;25.9;0.71;47.28;Yes;1.03;Dec 14 AMC;26.7;1.566E7;47.36;2.0;-3.06;-3.92;-1.02;11150717;0.17
20171224;HD;DJIA S&P500;26.11;7.21;0.11;1.17E9;3.04;2.19740013E11;22.65;8.31;-7.89;1.17E9;9.34;8.6000005E9;2.11;1.62;72.3;1.2;16.78;9.9230007E10;2.21;18.0;-2.33;3.18;24.24;2.18;86.3;12.49;19.2;189.36;38.91;3.04;61.91;12.4;238.9;133.05 - 188.84;40.31;3.56;38.12;21.1;31.8;-0.38;1.11;1.89;0.4;6.1;34.1;41.4;2.37;406000;1.2;8.1;14.5;74.45;0.92 1.27;Yes;10.06;15.1;8.7;0.71;188.08;Yes;9.54;Nov 14 BMO;46.4;4410000.0;188.13;1.8;3.58;9.34;19.03;3108235;0.03
20171224;BUD;null;42.39;2.63;53.9;1.7E9;0.85;1.89199991E11;21.84;5.11;0.0;5.9633005E8;-3.62;5.2899999E9;1.9;1.25;6.2;0.62;-4.52;5.605E10;3.38;-86.3;2.71;2.22;-2.07;37.6;2.97;20.76;0.0;129.38;8.5;0.0;0.0;22.3;0.0;102.62 - 126.5;5.8;4.05;0.0;-28.5;5.8;-11.81;1.04;3.63;0.0;3.1;61.4;8.71;1.25;200000;0.0;32.7;28.2;36.24;0.99 1.0;Yes;0.0;207.5;11.4;0.59;111.35;Yes;0.0;Jan 25 BMO;67.8;1680000.0;111.56;2.3;-1.42;-5.11;-3.87;987023;0.19
20171224;KO;DJIA S&P500;43.38;1.05;0.77;4.24999987E9;-1.3;1.93570013E11;23.03;1.98;-2.22;4.23000013E9;-0.55;4.5500001E9;9.79;0.39;67.9;0.61;-0.22;3.7310001E10;5.19;-10.4;2.55;2.57;0.35;5.18;8.8;3.83;5.1;48.74;9.72;6.46;7.06;4.43;20.2;40.22 - 47.48;9.96;1.48;0.0;-4.2;8.4;-3.98;0.7;3.25;1.3;-2.1;61.5;13.35;0.51;100300;1.4;-14.6;13.1;44.94;0.93 1.04;Yes;2.22;39.7;12.2;0.54;45.6;Yes;1.47;Jan 24 BMO;135.4;1.005E7;45.59;2.4;-0.61;-1.03;1.39;5406082;-0.02
20171224;HSBC;null;37.6;1.37;0.3;4.05000013E9;2.97;2.08990011E11;14.51;3.56;0.0;3.95000013E9;5.04;5.52E9;0.0;0.0;2.3;0.08;6.58;3.9069999E10;5.35;-89.8;-0.14;2.27;17.65;48.43;1.07;18.27;0.5;41.22;28.06;252.72;0.2;0.0;7.5;39.58 - 51.71;28.57;2.0;0.0;-40.9;6.3;-0.1;0.89;3.87;0.0;-7.6;0.0;30.52;0.54;232346;0.0;-0.8;67.4;66.45;0.69 0.75;Yes;0.31;600.0;33.5;1.57;51.47;Yes;0.31;Jan 29 BMO;45.3;1310000.0;51.66;1.0;3.41;4.92;11.65;2048320;0.37
20171224;VZ;DJIA S&P500;13.65;3.9;0.03;4.08E9;0.99;2.1723E11;13.69;3.89;-0.29;4.08E9;12.93;1.59300004E10;9.0;0.89;66.4;0.89;6.59;1.24419998E11;1.75;-26.5;4.04;2.2;16.26;6.57;8.1;3.19;6.4;51.61;-0.86;0.0;0.0;1.52;65.0;42.8 - 54.83;-0.36;2.36;17.81;65.8;15.1;-2.99;0.56;4.44;1.0;2.6;59.2;24.28;0.87;160100;1.1;2.5;24.6;67.8;1.46 1.69;Yes;4.38;-0.1;12.8;0.82;53.01;Yes;4.3;Jan 18 BMO;59.2;1.66E7;53.19;2.6;3.77;9.12;11.69;13656863;0.34
20171224;C;S&P 500;14.55;5.19;0.12;2.68E9;0.96;2.02580001E11;12.73;5.93;0.0;2.64E9;4.47;1.42500004E10;1.35;1.26;82.3;1.02;6.56;5.9880002E10;3.38;-12.5;1.2;1.7;18.36;77.65;0.97;11.78;0.8;77.29;24.8;260.44;0.29;10.8;6.8;55.23 - 77.92;27.02;1.28;11.11;5.7;8.2;-3.12;1.56;1.7;0.0;-4.3;0.0;36.68;1.29;213000;0.0;8.0;62.5;54.66;1.46 1.74;Yes;1.02;13.9;23.8;0.75;75.82;Yes;1.02;Jan 11 BMO;15.4;1.578E7;75.49;2.4;0.68;2.42;12.63;11863843;-0.44
20171224;CSCO;DJIA S&P500;20.02;1.93;0.1;4.96E9;0.94;1.91170003E11;14.88;2.59;-17.25;4.9400003E9;5.76;9.68E9;2.15;0.59;78.1;1.06;14.32;4.7790002E10;4.0;-9.8;0.42;2.62;19.57;13.22;2.92;5.5;7.6;38.8;26.56;14.44;2.67;9.3;14.8;29.8 - 38.99;27.56;1.16;24.73;5.0;9.3;-1.14;1.2;3.01;2.8;0.8;62.3;29.36;0.57;72900;2.9;-1.7;24.8;68.98;1.32 1.42;Yes;0.55;4.6;20.3;0.56;38.53;Yes;0.39;Nov 15 AMC;56.7;1.99E7;38.55;2.1;2.11;7.76;15.76;11145050;0.05
20171224;CMCSA;S&P 500;19.24;2.12;0.1;4.6E9;2.69;1.87760001E11;18.49;2.21;-11.52;4.23000013E9;12.0;1.00300001E10;2.22;0.48;84.8;1.47;7.57;8.3640001E10;2.25;10.0;-0.4;2.38;3.01;11.8;3.46;7.09;5.5;44.81;14.84;0.0;0.0;8.68;18.3;34.12 - 42.18;18.12;0.63;10.96;18.9;10.0;-3.32;1.01;1.54;0.7;7.6;70.1;19.54;0.96;159000;0.7;-1.6;21.7;64.7;2.2 2.63;Yes;1.17;20.6;12.0;0.52;40.81;Yes;1.08;Jan 24 BMO;28.3;2.621E7;40.78;1.7;6.01;9.52;5.53;13571133;-0.07
20171224;UN;null;23.59;2.39;3.1;2.9E9;-1.26;1.63369992E11;19.64;2.87;0.0;1.26E9;-0.97;6.8099999E9;2.54;0.0;10.5;0.21;-3.62;6.378E10;2.56;5.7;-1.6;1.6;0.66;6.78;8.31;10.34;0.0;60.0;38.15;0.0;0.0;9.3;0.0;40.06 - 61.62;37.31;1.69;0.0;5.1;17.9;-8.5;0.91;3.0;0.0;2.6;0.0;40.74;0.58;169000;0.0;-1.6;0.0;43.75;0.79 0.83;Yes;0.0;23.8;0.0;0.62;56.29;Yes;0.0;null;0.0;1680000.0;56.38;3.0;-1.71;-1.98;0.47;1041894;0.16
20171224;UL;null;23.13;2.39;2.9;2.97000013E9;-1.22;1.64110008E11;19.44;2.84;0.0;1.36E9;-1.0;6.8099999E9;2.49;0.0;7.5;0.07;-3.86;6.378E10;2.57;5.7;-2.03;0.7;0.82;6.76;8.17;9.34;0.0;60.0;36.59;0.0;0.0;9.3;0.0;40.19 - 60.13;35.82;1.66;0.0;5.1;17.9;-8.07;0.88;3.0;0.0;2.6;0.0;37.55;0.59;168832;0.0;-1.6;0.0;45.59;0.75 0.87;Yes;0.0;23.8;0.0;0.42;55.15;Yes;0.0;null;0.0;1280000.0;55.28;3.0;-1.53;-1.66;0.45;537956;0.24
20171224;DWDP;DJIA S&P500;38.05;1.9;0.1;2.34999987E9;3.01;1.69509994E11;17.99;4.01;0.0;2.34E9;2.14;0.0;4.86;0.65;69.1;0.81;2.52;5.5439999E10;3.06;0.0;0.0;2.61;0.0;65.25;1.11;24.36;0.0;81.04;0.0;6.37;11.32;7.82;0.0;64.01 - 73.85;7.34;1.52;0.0;0.0;0.0;-2.36;0.0;2.11;1.4;0.0;0.0;12.65;0.98;0;2.0;23.0;0.0;57.49;1.18 1.39;Yes;0.36;-47.5;0.0;0.6;71.64;Yes;0.29;Feb 01 BMO;0.0;7280000.0;72.11;1.8;1.41;1.43;2.42;4378109;0.66
20171224;PEP;S&P 500;24.5;4.84;0.1;1.43E9;-0.52;1.68999993E11;21.19;5.6;-28.9;1.42E9;3.06;6.96E9;3.76;1.3;72.1;0.6;5.95;6.351E10;2.66;18.7;-0.24;2.22;1.26;9.44;12.56;7.16;9.2;123.76;12.58;12.83;9.25;6.52;56.9;101.06 - 119.74;13.35;3.22;25.25;1.6;13.8;-0.95;0.7;2.72;1.2;-1.1;54.9;17.36;1.33;264000;1.4;1.3;16.2;61.48;1.15 1.06;Yes;2.91;8.7;11.0;0.54;118.26;Yes;2.34;Jan 03 BMO;63.8;3820000.0;118.6;2.3;0.95;3.71;3.65;2043311;0.29
20171224;PM;S&P 500;23.08;4.53;0.1;1.55E9;-4.59;1.62520007E11;19.82;5.28;-7.34;1.55E9;1.07;7.04E9;2.36;1.35;75.4;0.46;-7.59;2.74300006E10;5.93;1.3;3.28;1.61;-12.43;-7.35;0.0;11.34;18.3;122.69;14.23;4.94;21.2;9.77;-58.0;89.97 - 123.55;14.38;4.28;694.54;-1.6;49.1;-15.3;0.92;4.09;0.7;-3.0;63.8;16.32;1.53;79500;1.1;7.0;39.4;44.65;1.39 1.31;Yes;0.0;1.5;25.7;0.55;104.78;Yes;0.0;Jan 18 BMO;91.8;4440000.0;104.65;2.4;-0.95;-1.11;-7.46;2420687;-0.12
